question_id,project_id,task_type,condition,condition_label,blind_id,RAG,Skill,correctness,evidence_use,actionability,regulatory_basis,skill_workflow,applicable_total,raw_score,applicable_max,normalized_100,rationale,judge_reason,judge_status,attempts,question_source
PL004_Emission_固体,PL004,Emission_固废,A,LLM (A=baseline),R1,0,0,2,2,2,N/A,N/A,6,6,6,100.0,结论与参考答案一致，准确识别标准选取合理但存在列示不完整及名称不规范问题。证据定位精准，修改建议具体可执行。因rag_available=false，法规与技能维度不适用。,结论与参考答案一致，准确识别标准选取合理但存在列示不完整及名称不规范问题。证据定位精准，修改建议具体可执行。因rag_available=false，法规与技能维度不适用。,success,,old21_phase5_frozen
PL004_Emission_固体,PL004,Emission_固废,B,LLM+RAG (B),R2,1,0,1,2,2,2,N/A,7,7,8,87.5,方向正确但判定为“部分完成”略显保守。有效利用RAG指出标准适用性边界及名称错误，证据扎实。虽提及RAG缺失限制，但对已有依据分析充分，故法规依据给2分。,方向正确但判定为“部分完成”略显保守。有效利用RAG指出标准适用性边界及名称错误，证据扎实。虽提及RAG缺失限制，但对已有依据分析充分，故法规依据给2分。,success,,old21_phase5_frozen
PL004_Emission_固体,PL004,Emission_固废,C,LLM+Skill (C),R3,0,1,2,2,2,N/A,2,8,8,8,100.0,结论准确，完整体现审核工作流。精准指出标准汇总缺失及名称重复问题，并额外发现监督检查清单遗漏，属于报告真实问题，不扣分。证据链完整，建议明确。,结论准确，完整体现审核工作流。精准指出标准汇总缺失及名称重复问题，并额外发现监督检查清单遗漏，属于报告真实问题，不扣分。证据链完整，建议明确。,success,,old21_phase5_frozen
PL004_Emission_固体,PL004,Emission_固废,D,LLM+RAG+Skill (D),R4,1,1,2,2,2,2,2,10,10,10,100.0,结论正确且深度最佳。利用RAG指出GB18599-2020对库房贮存的适用性争议，并发现代码不一致、贮存周期矛盾等额外真实问题。证据详实，工作流完整，建议极具操作性。,结论正确且深度最佳。利用RAG指出GB18599-2020对库房贮存的适用性争议，并发现代码不一致、贮存周期矛盾等额外真实问题。证据详实，工作流完整，建议极具操作性。,success,,old21_phase5_frozen
PL004_Emission_水污,PL004,Emission_水污,A,LLM (A=baseline),R1,0,0,1,2,2,N/A,N/A,5,5,6,83.33,RAG不可用下正确识别内部一致性及名称/限值细节问题，但未完成外部核验任务要求，结论完整性受限。,RAG不可用下正确识别内部一致性及名称/限值细节问题，但未完成外部核验任务要求，结论完整性受限。,success,,old21_phase5_frozen
PL004_Emission_水污,PL004,Emission_水污,B,LLM+RAG (B),R2,1,0,2,2,2,N/A,N/A,6,6,6,100.0,准确利用RAG发现尾水河道与知识库不一致的关键问题，证据定位精准，修改建议具体可执行，符合评分金标额外真实问题不扣分原则。,准确利用RAG发现尾水河道与知识库不一致的关键问题，证据定位精准，修改建议具体可执行，符合评分金标额外真实问题不扣分原则。,success,,old21_phase5_frozen
PL004_Emission_水污,PL004,Emission_水污,C,LLM+Skill (C),R3,0,1,1,2,2,2,2,9,9,10,90.0,技能流程完整，内部核查细致并发现单位/水量等额外真实问题，但因缺RAG未完成外部一致性核心任务，结论部分缺失。,技能流程完整，内部核查细致并发现单位/水量等额外真实问题，但因缺RAG未完成外部一致性核心任务，结论部分缺失。,success,,old21_phase5_frozen
PL004_Emission_水污,PL004,Emission_水污,D,LLM+RAG+Skill (D),R4,1,1,2,2,2,2,2,10,10,10,100.0,完整执行分步核查，精准指出尾水河道不一致及回用标准指标引用错误等实质问题，法规依据充分，工作流与证据链完备。,完整执行分步核查，精准指出尾水河道不一致及回用标准指标引用错误等实质问题，法规依据充分，工作流与证据链完备。,success,,old21_phase5_frozen
PL004_V01_Q01,PL004,V01,A,LLM (A=baseline),R1,0,0,2,2,2,N/A,N/A,6,6,6,100.0,结论正确，准确识别产品工艺与行业匹配。虽无RAG但基于报告证据充分论证合理性，并指出代码细化建议，符合无外部知识时的最佳实践。,结论正确，准确识别产品工艺与行业匹配。虽无RAG但基于报告证据充分论证合理性，并指出代码细化建议，符合无外部知识时的最佳实践。,success,,old21_phase5_frozen
PL004_V01_Q01,PL004,V01,B,LLM+RAG (B),R2,1,0,2,2,2,2,N/A,8,8,8,100.0,结论正确，结合RAG中行业分类及产污系数验证了C2929的适用性。证据链完整，分析逻辑严密，完全符合参考答案要求。,结论正确，结合RAG中行业分类及产污系数验证了C2929的适用性。证据链完整，分析逻辑严密，完全符合参考答案要求。,success,,old21_phase5_frozen
PL004_V01_Q01,PL004,V01,C,LLM+Skill (C),R3,0,1,2,2,2,N/A,2,8,8,8,100.0,结论正确，体现了完整的审核工作流。在无RAG情况下准确判断行业合理性，并规范提示需核对国标代码，边界清晰，动作明确。,结论正确，体现了完整的审核工作流。在无RAG情况下准确判断行业合理性，并规范提示需核对国标代码，边界清晰，动作明确。,success,,old21_phase5_frozen
PL004_V01_Q01,PL004,V01,D,LLM+RAG+Skill (D),R4,1,1,1,2,1,2,2,8,8,10,80.0,过度审慎。问题仅问“基本合理”，报告证据已支持方向正确，却判“待人工复核”。虽指出了填报规范性问题，但偏离了核心判定目标。,过度审慎。问题仅问“基本合理”，报告证据已支持方向正确，却判“待人工复核”。虽指出了填报规范性问题，但偏离了核心判定目标。,success,,old21_phase5_frozen
PL005_Emission_噪声,PL005,Emission_噪声,A,LLM (A=baseline),R1,0,0,2,2,2,N/A,N/A,6,6,6,100.0,结论正确，准确引用报告证据验证了功能区、标准及限值的一致性。无RAG条件下未强行核验外部法规，符合规则。审核步骤完整，明确了保持项与边界，无实质遗漏。,结论正确，准确引用报告证据验证了功能区、标准及限值的一致性。无RAG条件下未强行核验外部法规，符合规则。审核步骤完整，明确了保持项与边界，无实质遗漏。,success,,old21_phase5_frozen
PL005_Emission_噪声,PL005,Emission_噪声,B,LLM+RAG (B),R2,1,0,2,2,2,2,N/A,8,8,8,100.0,结论正确，结合报告证据与RAG中GB12348-2008原文验证了标准选取合理性。证据链完整，法规依据充分支持结论。虽skill不可用但审核逻辑严密，明确了核验边界与缺失项。,结论正确，结合报告证据与RAG中GB12348-2008原文验证了标准选取合理性。证据链完整，法规依据充分支持结论。虽skill不可用但审核逻辑严密，明确了核验边界与缺失项。,success,,old21_phase5_frozen
PL005_Emission_噪声,PL005,Emission_噪声,C,LLM+Skill (C),R3,0,1,1,2,1,N/A,2,6,6,8,75.0,内部一致性分析正确且证据充分，体现了完整审核工作流。但因缺少外部资料将结论降级为“部分完成”，相对于仅要求内部一致性的题目而言属于过度保守，影响了正确性与行动建议的明确性。,内部一致性分析正确且证据充分，体现了完整审核工作流。但因缺少外部资料将结论降级为“部分完成”，相对于仅要求内部一致性的题目而言属于过度保守，影响了正确性与行动建议的明确性。,success,,old21_phase5_frozen
PL005_Emission_噪声,PL005,Emission_噪声,D,LLM+RAG+Skill (D),R4,1,1,1,2,1,2,2,8,8,10,80.0,结合了RAG验证与内部一致性核查，工作流完整。但同样因区划文件缺失将结论判为“部分完成”，对于本题核心诉求（判断报告内部选取合理性）而言略显过度谨慎，导致正确性与行动指引扣分。,结合了RAG验证与内部一致性核查，工作流完整。但同样因区划文件缺失将结论判为“部分完成”，对于本题核心诉求（判断报告内部选取合理性）而言略显过度谨慎，导致正确性与行动指引扣分。,success,,old21_phase5_frozen
PL005_Emission_固体,PL005,Emission_固废,A,LLM (A=baseline),R1,0,0,2,2,2,N/A,N/A,6,6,6,100.0,准确识别报告缺失GB18599-2020，符合评分规则中‘指出额外真实问题不扣分’原则。证据定位精准，修改建议具体明确，结论虽与参考答案字面不同但实质正确且更有价值。,准确识别报告缺失GB18599-2020，符合评分规则中‘指出额外真实问题不扣分’原则。证据定位精准，修改建议具体明确，结论虽与参考答案字面不同但实质正确且更有价值。,success,,old21_phase5_frozen
PL005_Emission_固体,PL005,Emission_固废,B,LLM+RAG (B),R2,1,0,1,2,1,1,N/A,5,5,8,62.5,识别出一般固废贮存标准缺失问题，但因RAG限制给出‘待人工复核’结论，未像R1那样直接指出具体标准号，行动建议不够具体，正确性和可操作性略逊于R1。,识别出一般固废贮存标准缺失问题，但因RAG限制给出‘待人工复核’结论，未像R1那样直接指出具体标准号，行动建议不够具体，正确性和可操作性略逊于R1。,success,,old21_phase5_frozen
PL005_Emission_固体,PL005,Emission_固废,C,LLM+Skill (C),R3,0,1,2,2,2,N/A,2,8,8,8,100.0,在无RAG情况下准确指出缺失GB18599-2020，体现了良好的审核技能。证据引用规范，问题分析透彻，额外指出了贮存能力表述不规范等真实问题，符合评分规则豁免条款。,在无RAG情况下准确指出缺失GB18599-2020，体现了良好的审核技能。证据引用规范，问题分析透彻，额外指出了贮存能力表述不规范等真实问题，符合评分规则豁免条款。,success,,old21_phase5_frozen
PL005_Emission_固体,PL005,Emission_固废,D,LLM+RAG+Skill (D),R4,1,1,2,2,2,2,2,10,10,10,100.0,结合RAG验证了危废标准，同时准确指出一般固废缺少GB18599-2020。证据链完整，既确认了已有标准的合规性，又明确了缺失项及修改方向，审核流程最完整规范。,结合RAG验证了危废标准，同时准确指出一般固废缺少GB18599-2020。证据链完整，既确认了已有标准的合规性，又明确了缺失项及修改方向，审核流程最完整规范。,success,,old21_phase5_frozen
PL005_Emission_水污,PL005,Emission_水污,A,LLM (A=baseline),R1,0,0,1,2,1,N/A,N/A,4,4,6,66.67,RAG不可用下正确完成内部核查并声明无法外部比对，证据定位准确。但因未完成题目要求的知识库一致性对比，结论完整性受限，仅给方向性复核建议。,RAG不可用下正确完成内部核查并声明无法外部比对，证据定位准确。但因未完成题目要求的知识库一致性对比，结论完整性受限，仅给方向性复核建议。,success,,old21_phase5_frozen
PL005_Emission_水污,PL005,Emission_水污,B,LLM+RAG (B),R2,1,0,2,2,2,2,N/A,8,8,8,100.0,利用RAG发现报告尾水河道与知识库不一致的真实问题，未因参考答案未提及而忽略。证据链完整，法规依据正确，给出了具体修改建议和补充核实动作。,利用RAG发现报告尾水河道与知识库不一致的真实问题，未因参考答案未提及而忽略。证据链完整，法规依据正确，给出了具体修改建议和补充核实动作。,success,,old21_phase5_frozen
PL005_Emission_水污,PL005,Emission_水污,C,LLM+Skill (C),R3,0,1,1,2,1,N/A,2,6,6,8,75.0,Skill可用且流程完整，内部核查细致并发现氨氮限值缺失等额外真实问题。但受限于RAG不可用无法完成外部一致性核心要求，结论为部分完成，行动建议受限。,Skill可用且流程完整，内部核查细致并发现氨氮限值缺失等额外真实问题。但受限于RAG不可用无法完成外部一致性核心要求，结论为部分完成，行动建议受限。,success,,old21_phase5_frozen
PL005_Emission_水污,PL005,Emission_水污,D,LLM+RAG+Skill (D),R4,1,1,2,2,2,2,2,10,10,10,100.0,RAG与Skill均可用，完整执行分步核查。准确识别尾水河道不一致及表内数据矛盾等真实问题，证据与法规引用精准，修改建议具体可执行，各项指标均达满分标准。,RAG与Skill均可用，完整执行分步核查。准确识别尾水河道不一致及表内数据矛盾等真实问题，证据与法规引用精准，修改建议具体可执行，各项指标均达满分标准。,success,,old21_phase5_frozen
PL006_CaptureEfficiency_Q01,PL006,CaptureEfficiency,A,LLM (A=baseline),R1,0,0,2,2,2,N/A,N/A,6,6,6,100.0,结论正确且理由充分；在无RAG条件下准确提取报告证据并验证风量逻辑，边界说明清晰，符合无外部依据时的最佳实践。,结论正确且理由充分；在无RAG条件下准确提取报告证据并验证风量逻辑，边界说明清晰，符合无外部依据时的最佳实践。,success,,new40_gold20260820
PL006_CaptureEfficiency_Q01,PL006,CaptureEfficiency,B,LLM+RAG (B),R2,1,0,2,2,2,2,N/A,8,8,8,100.0,结论与金标一致；准确使用RAG验证95%上限并指出报告表述差异但不影响合理性，证据定位精准，法规依据完整有效。,结论与金标一致；准确使用RAG验证95%上限并指出报告表述差异但不影响合理性，证据定位精准，法规依据完整有效。,success,,new40_gold20260820
PL006_CaptureEfficiency_Q01,PL006,CaptureEfficiency,C,LLM+Skill (C),R3,0,1,1,2,1,N/A,2,6,6,8,75.0,内部核查详尽但判定为“部分完成”过于保守；虽体现完整工作流，但未能在无RAG时基于报告自证给出确定性合理结论。,内部核查详尽但判定为“部分完成”过于保守；虽体现完整工作流，但未能在无RAG时基于报告自证给出确定性合理结论。,success,,new40_gold20260820
PL006_CaptureEfficiency_Q01,PL006,CaptureEfficiency,D,LLM+RAG+Skill (D),R4,1,1,1,2,2,2,2,9,9,10,90.0,分析深入且发现依据不一致问题，但判定“部分完成”偏离金标“合理”结论；工作流与法规引用优秀，但核心结论置信度不足。,分析深入且发现依据不一致问题，但判定“部分完成”偏离金标“合理”结论；工作流与法规引用优秀，但核心结论置信度不足。,success,,new40_gold20260820
PL006_Construction_Q01,PL006,Construction,A,LLM (A=baseline),R1,0,0,2,2,2,N/A,N/A,6,6,6,100.0,结论与金标一致，准确识别机油缺失、喷枪数量不一致等真实问题。证据定位清晰，修改建议具体可执行。因rag/skill不可用，法规与流程项为null。,结论与金标一致，准确识别机油缺失、喷枪数量不一致等真实问题。证据定位清晰，修改建议具体可执行。因rag/skill不可用，法规与流程项为null。,success,,new40_gold20260820
PL006_Construction_Q01,PL006,Construction,B,LLM+RAG (B),R2,1,0,2,2,2,1,N/A,7,7,8,87.5,结论正确且证据充分。虽判定完整，但未发现报告中设备表与噪声表数据矛盾等实质瑕疵，审核深度略逊于R1/R3。法规引用相关但非直接针对完整性条款，得1分。,结论正确且证据充分。虽判定完整，但未发现报告中设备表与噪声表数据矛盾等实质瑕疵，审核深度略逊于R1/R3。法规引用相关但非直接针对完整性条款，得1分。,success,,new40_gold20260820
PL006_Construction_Q01,PL006,Construction,C,LLM+Skill (C),R3,0,1,2,2,2,N/A,2,8,8,8,100.0,结论正确，精准指出VOC含量单位混淆及表格乱码等真实缺陷，符合额外问题不扣分原则。证据详实，建议具体。完整体现审核工作流，因rag不可用法规项为null。,结论正确，精准指出VOC含量单位混淆及表格乱码等真实缺陷，符合额外问题不扣分原则。证据详实，建议具体。完整体现审核工作流，因rag不可用法规项为null。,success,,new40_gold20260820
PL006_Construction_Q01,PL006,Construction,D,LLM+RAG+Skill (D),R4,1,1,2,2,2,1,2,9,9,10,90.0,结论正确，挖掘出水平衡计算错误及设备清单缺项等关键真实问题。证据链完整，建议极具操作性。完整体现技能流；法规依据相关但非建设内容完整性直接条款，得1分。,结论正确，挖掘出水平衡计算错误及设备清单缺项等关键真实问题。证据链完整，建议极具操作性。完整体现技能流；法规依据相关但非建设内容完整性直接条款，得1分。,success,,new40_gold20260820
PL006_EnvQuality_Q01,PL006,EnvQuality,A,LLM (A=baseline),R1,0,0,1,1,2,N/A,N/A,4,4,6,66.67,无RAG下正确识别地表水证据链不足，但未发现参考答案指出的公报名称及文号笔误，对数据引用准确性判断不完整。,无RAG下正确识别地表水证据链不足，但未发现参考答案指出的公报名称及文号笔误，对数据引用准确性判断不完整。,success,,old21_phase5_frozen
PL006_EnvQuality_Q01,PL006,EnvQuality,B,LLM+RAG (B),R2,1,0,1,2,0,2,N/A,5,5,8,62.5,利用RAG验证了数据数值准确性，但完全遗漏参考答案强调的公报名称及文号笔误问题，审核结论过度乐观。,利用RAG验证了数据数值准确性，但完全遗漏参考答案强调的公报名称及文号笔误问题，审核结论过度乐观。,success,,old21_phase5_frozen
PL006_EnvQuality_Q01,PL006,EnvQuality,C,LLM+Skill (C),R3,0,1,1,1,2,2,1,7,7,10,70.0,体现了内部核查流程并发现地表水证据缺失，但受限于无RAG未能核实外部数据及形式错误，审核未闭环。,体现了内部核查流程并发现地表水证据缺失，但受限于无RAG未能核实外部数据及形式错误，审核未闭环。,success,,old21_phase5_frozen
PL006_EnvQuality_Q01,PL006,EnvQuality,D,LLM+RAG+Skill (D),R4,1,1,2,2,2,2,2,10,10,10,100.0,既利用RAG确认数据实质准确，又精准指出公报名称及文号笔误，与参考答案高度一致，且补充了表格解析风险。,既利用RAG确认数据实质准确，又精准指出公报名称及文号笔误，与参考答案高度一致，且补充了表格解析风险。,success,,old21_phase5_frozen
PL007_CaptureEfficiency_Q01,PL007,CaptureEfficiency,A,LLM (A=baseline),R1,0,0,2,2,2,N/A,N/A,6,6,6,100.0,结论与参考答案对已设收集设施效率判定一致，且依据评分规则指出实验室无组织排放这一报告真实问题不扣分。证据定位准确，给出了补充收集措施的具体可执行建议。因rag/skill不可用，相关项为null。,结论与参考答案对已设收集设施效率判定一致，且依据评分规则指出实验室无组织排放这一报告真实问题不扣分。证据定位准确，给出了补充收集措施的具体可执行建议。因rag/skill不可用，相关项为null。,success,,new40_gold20260820
PL007_CaptureEfficiency_Q01,PL007,CaptureEfficiency,B,LLM+RAG (B),R2,1,0,2,2,2,2,N/A,8,8,8,100.0,确认主要工序效率取值合理，同时基于RAG指出实验室废气未收集违规，符合额外真实问题不扣分规则。引用了DB44/2367及GB37822等正确法规依据，证据充分，修改建议具体可执行。skill不可用故为null。,确认主要工序效率取值合理，同时基于RAG指出实验室废气未收集违规，符合额外真实问题不扣分规则。引用了DB44/2367及GB37822等正确法规依据，证据充分，修改建议具体可执行。skill不可用故为null。,success,,new40_gold20260820
PL007_CaptureEfficiency_Q01,PL007,CaptureEfficiency,C,LLM+Skill (C),R3,0,1,1,2,2,N/A,2,7,7,8,87.5,认可主体效率取值但判定为待复核，未明确给出“合理”结论，与参考答案方向部分一致。发现了表4-2数据冲突及投料工况证据不足等实质问题，体现了完整审核工作流。因rag不可用，法规项为null。,认可主体效率取值但判定为待复核，未明确给出“合理”结论，与参考答案方向部分一致。发现了表4-2数据冲突及投料工况证据不足等实质问题，体现了完整审核工作流。因rag不可用，法规项为null。,success,,new40_gold20260820
PL007_CaptureEfficiency_Q01,PL007,CaptureEfficiency,D,LLM+RAG+Skill (D),R4,1,1,1,2,2,2,2,9,9,10,90.0,识别出投料口风量核算与直连方式矛盾这一关键疑点，判定待复核而非直接合理，属部分一致。法规引用正确，审核工作流完整，指出了需人工确认密闭状态的具体核验动作，具备高可操作性。,识别出投料口风量核算与直连方式矛盾这一关键疑点，判定待复核而非直接合理，属部分一致。法规引用正确，审核工作流完整，指出了需人工确认密闭状态的具体核验动作，具备高可操作性。,success,,new40_gold20260820
PL007_Construction_Q01,PL007,Construction,A,LLM (A=baseline),R1,0,0,2,2,2,N/A,N/A,6,6,6,100.0,结论与参考答案一致，判定建设内容完整。证据引用准确且定位清晰。在无问题时明确了审核边界和保持项，符合评分规则中无问题也可得满分的要求。因rag/skill不可用，相关维度为null。,结论与参考答案一致，判定建设内容完整。证据引用准确且定位清晰。在无问题时明确了审核边界和保持项，符合评分规则中无问题也可得满分的要求。因rag/skill不可用，相关维度为null。,success,,new40_gold20260820
PL007_Construction_Q01,PL007,Construction,B,LLM+RAG (B),R2,1,0,1,2,2,2,N/A,7,7,8,87.5,虽识别出废水数据不一致的真实问题，但据此将“建设内容完整性”判为“部分完成”属于过度结论，该问题实质属于源强核算一致性而非建设内容缺漏，与金标结论方向有偏差。证据和法规依据充分，修改建议具体可执行。,虽识别出废水数据不一致的真实问题，但据此将“建设内容完整性”判为“部分完成”属于过度结论，该问题实质属于源强核算一致性而非建设内容缺漏，与金标结论方向有偏差。证据和法规依据充分，修改建议具体可执行。,success,,new40_gold20260820
PL007_Construction_Q01,PL007,Construction,C,LLM+Skill (C),R3,0,1,1,2,2,N/A,2,7,7,8,87.5,同R2，因数据口径问题判定“部分完成”偏离了建设内容完整性的核心定义，属过度结论。但指出的物料平衡及废水问题真实有效，体现了完整的分步核查工作流，修改建议具体。因rag不可用，法规依据为null。,同R2，因数据口径问题判定“部分完成”偏离了建设内容完整性的核心定义，属过度结论。但指出的物料平衡及废水问题真实有效，体现了完整的分步核查工作流，修改建议具体。因rag不可用，法规依据为null。,success,,new40_gold20260820
PL007_Construction_Q01,PL007,Construction,D,LLM+RAG+Skill (D),R4,1,1,1,2,2,2,2,9,9,10,90.0,同样因内部数据不一致判定“部分完成”，混淆了内容完整性与数据准确性，导致结论与金标存在实质性偏差。但证据链完整，法规引用正确，工作流规范，且给出了极具操作性的校核与修改建议。,同样因内部数据不一致判定“部分完成”，混淆了内容完整性与数据准确性，导致结论与金标存在实质性偏差。但证据链完整，法规引用正确，工作流规范，且给出了极具操作性的校核与修改建议。,success,,new40_gold20260820
PL007_DesignAirflow_Q01,PL007,DesignAirflow,A,LLM (A=baseline),R1,0,0,0,2,1,N/A,N/A,3,3,6,50.0,结论判为合理，与参考答案“不合理”相反。虽正确复算理论风量并指出余量8.5%，但未识别该余量低于规范最低要求，导致关键审核结论错误。,结论判为合理，与参考答案“不合理”相反。虽正确复算理论风量并指出余量8.5%，但未识别该余量低于规范最低要求，导致关键审核结论错误。,success,,new40_gold20260820
PL007_DesignAirflow_Q01,PL007,DesignAirflow,B,LLM+RAG (B),R2,1,0,2,2,2,2,N/A,8,8,8,100.0,结论及理由与参考答案一致，准确引用RAG中漏风系数及HJ2026标准，证据定位清晰，给出了补充计算依据或提高风量的具体可执行建议。,结论及理由与参考答案一致，准确引用RAG中漏风系数及HJ2026标准，证据定位清晰，给出了补充计算依据或提高风量的具体可执行建议。,success,,new40_gold20260820
PL007_DesignAirflow_Q01,PL007,DesignAirflow,C,LLM+Skill (C),R3,0,1,0,2,0,N/A,1,3,3,8,37.5,结论判为合理，与金标相反。仅验证了内部算术一致性，未利用Skill核查设计余量合规性，遗漏关键审核点，且未提出任何整改意见。,结论判为合理，与金标相反。仅验证了内部算术一致性，未利用Skill核查设计余量合规性，遗漏关键审核点，且未提出任何整改意见。,success,,new40_gold20260820
PL007_DesignAirflow_Q01,PL007,DesignAirflow,D,LLM+RAG+Skill (D),R4,1,1,1,2,2,2,2,9,9,10,90.0,识别出余量不足及风速偏低等实质问题，依据充分且建议具体。但结论为“待人工复核”而非明确判定不合理，属于方向一致但结论表述有保留。,识别出余量不足及风速偏低等实质问题，依据充分且建议具体。但结论为“待人工复核”而非明确判定不合理，属于方向一致但结论表述有保留。,success,,new40_gold20260820
PL008_Construction_Q01,PL008,Construction,A,LLM (A=baseline),R1,0,0,2,2,2,N/A,N/A,6,6,6,100.0,结论与参考答案一致，判定建设内容完整。证据引用准确覆盖产品、设备及工艺。无问题时明确了审核边界和保持项，符合评分规则中无问题也得2分的标准。,结论与参考答案一致，判定建设内容完整。证据引用准确覆盖产品、设备及工艺。无问题时明确了审核边界和保持项，符合评分规则中无问题也得2分的标准。,success,,new40_gold20260820
PL008_Construction_Q01,PL008,Construction,B,LLM+RAG (B),R2,1,0,2,2,2,2,N/A,8,8,8,100.0,结论正确且与金标一致。证据充分，引用了建设内容编制指南作为依据，支撑了完整性判断。虽未列出具体修改动作，但在判定完整时明确边界即符合满分标准。,结论正确且与金标一致。证据充分，引用了建设内容编制指南作为依据，支撑了完整性判断。虽未列出具体修改动作，但在判定完整时明确边界即符合满分标准。,success,,new40_gold20260820
PL008_Construction_Q01,PL008,Construction,C,LLM+Skill (C),R3,0,1,1,2,2,N/A,2,7,7,8,87.5,指出了物料平衡及研发粉尘等真实问题，但将局部数据瑕疵判定为“部分完成”与金标“齐全”结论有偏差。体现了分步核查技能，给出了具体可执行修正建议。,指出了物料平衡及研发粉尘等真实问题，但将局部数据瑕疵判定为“部分完成”与金标“齐全”结论有偏差。体现了分步核查技能，给出了具体可执行修正建议。,success,,new40_gold20260820
PL008_Construction_Q01,PL008,Construction,D,LLM+RAG+Skill (D),R4,1,1,1,2,2,2,2,9,9,10,90.0,识别出设备表乱码及UV系数缺失等实质问题，但因此否定整体完整性与金标结论不完全一致。证据链完整，引用了产污系数手册负证据，给出了具体补正建议。,识别出设备表乱码及UV系数缺失等实质问题，但因此否定整体完整性与金标结论不完全一致。证据链完整，引用了产污系数手册负证据，给出了具体补正建议。,success,,new40_gold20260820
PL008_DesignAirflow_Q01,PL008,DesignAirflow,A,LLM (A=baseline),R1,0,0,1,2,2,N/A,N/A,5,5,6,83.33,指出数据矛盾及同时运行缺失等真实问题，但未采纳参考答案中16.6%余量合理的结论，判定过严。证据详实，修改建议具体可执行。因无RAG且标签非R3，法规与流程评分为null。,指出数据矛盾及同时运行缺失等真实问题，但未采纳参考答案中16.6%余量合理的结论，判定过严。证据详实，修改建议具体可执行。因无RAG且标签非R3，法规与流程评分为null。,success,,new40_gold20260820
PL008_DesignAirflow_Q01,PL008,DesignAirflow,B,LLM+RAG (B),R2,1,0,1,2,2,2,N/A,7,7,8,87.5,识别出数据不一致及120%逻辑冲突，结合RAG验证了规范依据，但结论偏向待复核而非直接判定合理。证据链完整，整改建议明确。因skill_available=false，流程评分为null。,识别出数据不一致及120%逻辑冲突，结合RAG验证了规范依据，但结论偏向待复核而非直接判定合理。证据链完整，整改建议明确。因skill_available=false，流程评分为null。,success,,new40_gold20260820
PL008_DesignAirflow_Q01,PL008,DesignAirflow,C,LLM+Skill (C),R3,0,1,1,2,2,N/A,2,7,7,8,87.5,精准复算发现表内合计错误及120%原则偏差，体现了完整审核工作流。虽未得出“合理”结论，但指出的内部矛盾属实。因无RAG，法规评分为null。,精准复算发现表内合计错误及120%原则偏差，体现了完整审核工作流。虽未得出“合理”结论，但指出的内部矛盾属实。因无RAG，法规评分为null。,success,,new40_gold20260820
PL008_DesignAirflow_Q01,PL008,DesignAirflow,D,LLM+RAG+Skill (D),R4,1,1,2,2,2,2,2,10,10,10,100.0,既确认16.6%余量符合知识库范围（与金标一致），又指出数据矛盾与自述120%不符的真实问题。证据、法规、工作流均完备，结论平衡且具可操作性。,既确认16.6%余量符合知识库范围（与金标一致），又指出数据矛盾与自述120%不符的真实问题。证据、法规、工作流均完备，结论平衡且具可操作性。,success,,new40_gold20260820
PL008_VOCSTotal_Q01,PL008,VOCSTotal,A,LLM (A=baseline),R1,0,0,2,2,2,N/A,N/A,6,6,6,100.0,准确识别总量指标口径不一致这一真实问题，证据定位精准，虽结论与参考答案表面不同但符合评分规则中额外真实问题不扣分原则，修改建议具体可执行。,准确识别总量指标口径不一致这一真实问题，证据定位精准，虽结论与参考答案表面不同但符合评分规则中额外真实问题不扣分原则，修改建议具体可执行。,success,,new40_gold20260820
PL008_VOCSTotal_Q01,PL008,VOCSTotal,B,LLM+RAG (B),R2,1,0,1,2,2,2,N/A,7,7,8,87.5,发现小时速率不一致等实质问题，但引入处理效率合规性等超出本题一致性审核范围的内容，导致焦点分散，主要方向部分一致但有过度延伸。,发现小时速率不一致等实质问题，但引入处理效率合规性等超出本题一致性审核范围的内容，导致焦点分散，主要方向部分一致但有过度延伸。,success,,new40_gold20260820
PL008_VOCSTotal_Q01,PL008,VOCSTotal,C,LLM+Skill (C),R3,0,1,2,2,2,N/A,2,8,8,8,100.0,完整体现分步核查流程，精准指出搬迁前基数混乱及两套口径未说明等实质不一致，证据链完整，修改建议具体明确，符合额外真实问题判定标准。,完整体现分步核查流程，精准指出搬迁前基数混乱及两套口径未说明等实质不一致，证据链完整，修改建议具体明确，符合额外真实问题判定标准。,success,,new40_gold20260820
PL008_VOCSTotal_Q01,PL008,VOCSTotal,D,LLM+RAG+Skill (D),R4,1,1,2,2,2,2,2,10,10,10,100.0,全面覆盖源强闭合与总量口径核查，准确识别多处数据衔接问题并给出统一口径的具体建议，法规引用恰当，工作流完整，额外问题发现充分且相关。,全面覆盖源强闭合与总量口径核查，准确识别多处数据衔接问题并给出统一口径的具体建议，法规引用恰当，工作流完整，额外问题发现充分且相关。,success,,new40_gold20260820
PL009_CaptureEfficiency_Q01,PL009,CaptureEfficiency,A,LLM (A=baseline),R1,0,0,1,2,2,N/A,N/A,5,5,6,83.33,识别出注塑描述不一致及90%收集率矛盾等真实问题，证据定位准确。但因无RAG无法核验效率上限合理性，且将内部矛盾直接判定为‘存在问题’而非参考答案的‘数值合理但表述需统一’，结论偏严。,识别出注塑描述不一致及90%收集率矛盾等真实问题，证据定位准确。但因无RAG无法核验效率上限合理性，且将内部矛盾直接判定为‘存在问题’而非参考答案的‘数值合理但表述需统一’，结论偏严。,success,,new40_gold20260820
