question_id,condition,blind_id,rag_available,skill_available,parsed_path,parsed_sha256
PL007_Construction_Q01,B,R2,true,false,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\B\PL007_Construction_Q01.json,7545c573b1f1627efc482dc2e438b2e30a706ff145ffa2583d61bd0c5c243ab0
PL007_Construction_Q01,C,R3,false,true,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\C\PL007_Construction_Q01.json,13f15c753a8e43e0e8318c29ffe1598eaeb1ebbfae90158c09cb094646ea0f1a
PL007_Construction_Q01,D,R4,true,true,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\D\PL007_Construction_Q01.json,89ecff577fcb31dab6b4f42b2dfb5053c49eca24d361064cc76cf2b6c1873d52
PL007_DesignAirflow_Q01,A,R1,false,false,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\A\PL007_DesignAirflow_Q01.json,1450b0ba46ced2f13374a79ad8f8a6b03fcf6fb110ce2b89bd0932290922b764
PL007_DesignAirflow_Q01,B,R2,true,false,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\B\PL007_DesignAirflow_Q01.json,1265a2acb853cf6dccb609699685b7cc5abefa4ae788957143c2cb09e0f04218
PL007_DesignAirflow_Q01,C,R3,false,true,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\C\PL007_DesignAirflow_Q01.json,a238cc30c2eb3ce63687ff6fa72c3cf331d869bb592872f28227a8a09f34317b
PL007_DesignAirflow_Q01,D,R4,true,true,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\D\PL007_DesignAirflow_Q01.json,74fa39eb5216164c45d1297940107ec5249cdf86594b00a5706b135ffa3c3602
PL008_Construction_Q01,A,R1,false,false,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\A\PL008_Construction_Q01.json,11276403dbab24a8776f54e6bcb787927dd561819511fb4669a661106f27ee69
PL008_Construction_Q01,B,R2,true,false,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\B\PL008_Construction_Q01.json,ed9001f52f0e94cf68b569dcd211575a69acbbd65bfc8909e4e40d4de73d56eb
PL008_Construction_Q01,C,R3,false,true,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\C\PL008_Construction_Q01.json,629d47144d3aae0126bdaf4d0445f389bd3539e2a1758f4abff1001970158fdf
PL008_Construction_Q01,D,R4,true,true,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\D\PL008_Construction_Q01.json,936dbb4a1262926cc528610908ead9f118fd5b1ae98d41a8f539d5e40fa0beb3
PL008_DesignAirflow_Q01,A,R1,false,false,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\A\PL008_DesignAirflow_Q01.json,4c6714c72438cf3e84380cdf89327bc1b2baa0a6db5eddc5f559ec6f0041a0f1
PL008_DesignAirflow_Q01,B,R2,true,false,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\B\PL008_DesignAirflow_Q01.json,10749ee22d29c6ff4a65fab9bc4f3a120a3f5bba250a4c72e1f0fcad3ffe5826
PL008_DesignAirflow_Q01,C,R3,false,true,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\C\PL008_DesignAirflow_Q01.json,43a743436ba2f5c52a8e6e7f3ddc3c9e69af15c44016be6b273605427dbcb6c3
PL008_DesignAirflow_Q01,D,R4,true,true,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\D\PL008_DesignAirflow_Q01.json,cf4b966e9b8e1109e0a32620a138833e0760a04f4e1d3a8d3b562188b03306bd
PL008_VOCSTotal_Q01,A,R1,false,false,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\A\PL008_VOCSTotal_Q01.json,2aed779fec6b002772757309dd35e21bc18e78b9f3b4da68d5a3530535547b8f
PL008_VOCSTotal_Q01,B,R2,true,false,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\B\PL008_VOCSTotal_Q01.json,a6cc933597547b7b8857bc023bfb0e2a6bcd06afcc07e9ec3a1168257885f740
PL008_VOCSTotal_Q01,C,R3,false,true,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\C\PL008_VOCSTotal_Q01.json,8c299788f212112bba3b2672fd110a9d4ce8d73e9f05a06ba692d2012b460288
PL008_VOCSTotal_Q01,D,R4,true,true,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\D\PL008_VOCSTotal_Q01.json,b4434c2db25ff9c50374a4e8fae0b375875f26fca988c8e5fcf9fc670764693d
PL009_CaptureEfficiency_Q01,A,R1,false,false,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\A\PL009_CaptureEfficiency_Q01.json,54c8211116e70005b2f37bf8daeeb1007c99a471fc5361fa683de224cd4995f3
PL009_CaptureEfficiency_Q01,B,R2,true,false,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\B\PL009_CaptureEfficiency_Q01.json,af931612fcbf2fb27999ea1add444a4fb8ae1cfa4d9de87b5040fccf3749d0cf
PL009_CaptureEfficiency_Q01,C,R3,false,true,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\C\PL009_CaptureEfficiency_Q01.json,fc68b30b60ff1a8af5da8ac818b74ef6870111d04f2961b9f4fec74461c3b220
PL009_CaptureEfficiency_Q01,D,R4,true,true,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\D\PL009_CaptureEfficiency_Q01.json,3843d6f2c531ef2b87d804938a4422dbb041b60eda65fc4476d14d5eb6a887b3
PL009_Coefficient_Q01,A,R1,false,false,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\A\PL009_Coefficient_Q01.json,5147be420fe5eaa7987485ce2ca824cb6a438ffff9090ac70507f98270438100
PL009_Coefficient_Q01,B,R2,true,false,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\B\PL009_Coefficient_Q01.json,c0b3d62c9d12c035107fed694f86ba64ab7c373831a139b750209663335a2736
PL009_Coefficient_Q01,C,R3,false,true,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\C\PL009_Coefficient_Q01.json,036a417a5da0e56fafa775da19af3bd945f54de6692f0116f424f84b42bf6b2d
PL009_Coefficient_Q01,D,R4,true,true,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\D\PL009_Coefficient_Q01.json,6634ae08ea03cadad3d9c983f45d0e6892f2d0c55cabddb1903146eb27762148
PL009_DesignAirflow_Q01,A,R1,false,false,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\A\PL009_DesignAirflow_Q01.json,b7d21470a4a79528dce8e408a1ee79ae187836155cbb1fc33e68753a1c6dd5fe
PL009_DesignAirflow_Q01,B,R2,true,false,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\B\PL009_DesignAirflow_Q01.json,f5c1033d328713a89a1a69194cc43ac19db5c0492f189bfa1c0aa4cd89bac1c8
PL009_DesignAirflow_Q01,C,R3,false,true,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\C\PL009_DesignAirflow_Q01.json,f8233af1c2a1917bd94124f16acd9abc2751e125f414fb644114eaa91f0b483f
PL009_DesignAirflow_Q01,D,R4,true,true,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\D\PL009_DesignAirflow_Q01.json,78e6a86c9298765cdd229318b36d77b232b406e1f0ffb8d8039a026f1bbcb079
PL010_CaptureAirflow_Q01,A,R1,false,false,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\A\PL010_CaptureAirflow_Q01.json,569c33c8d58588e7c6581ebaa6b283a9dde782e428d6d31543c24942ddee3eea
PL010_CaptureAirflow_Q01,B,R2,true,false,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\B\PL010_CaptureAirflow_Q01.json,7ae71f1ae5a7565ad6d68d031622c3d10f8b13cd108ada3ac56add1f625ac97d
PL010_CaptureAirflow_Q01,C,R3,false,true,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\C\PL010_CaptureAirflow_Q01.json,40c35cae3bff72b9c552c97bfb86e1641e78dad005dfea2bced3124f8d3d497e
PL010_CaptureAirflow_Q01,D,R4,true,true,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\D\PL010_CaptureAirflow_Q01.json,43382c0705298b94d9fc8e1db1dc65dccbccaae91a3d6b840e095fc514eedae2
PL010_Coefficient_Q01,A,R1,false,false,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\A\PL010_Coefficient_Q01.json,b70f46073c14740e976e126923618f88ec9fce52f70a551833fcf41892e2f870
PL010_Coefficient_Q01,B,R2,true,false,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\B\PL010_Coefficient_Q01.json,c123c442384a813dc0d26b4d6db324e8dd33c55c712123a97741ca0ddc4ef31a
PL010_Coefficient_Q01,C,R3,false,true,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\C\PL010_Coefficient_Q01.json,7a188c0a8dce54489d685f601fb95dab977c5115bdfadec73288a243c75089e0
PL010_Coefficient_Q01,D,R4,true,true,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\D\PL010_Coefficient_Q01.json,433f1b011c67cca4dde8b082aa29a2a256c15813b9507ecde20592ddd44379f6
PL010_VOCSTotal_Q01,A,R1,false,false,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\A\PL010_VOCSTotal_Q01.json,7953c95299cb95ed2bdbdf95d12041313956ed62eb1b340603433202fdd79be5
PL010_VOCSTotal_Q01,B,R2,true,false,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\B\PL010_VOCSTotal_Q01.json,3df8eb77944ee38f0bef7eee4abaaec5dae7beae9adf009fe68ad263e099e964
PL010_VOCSTotal_Q01,C,R3,false,true,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\C\PL010_VOCSTotal_Q01.json,6e8c8e93813db771d720dcc470c4b88bb80fb4e569a7713c1f35a8304b3ed0a3
PL010_VOCSTotal_Q01,D,R4,true,true,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\D\PL010_VOCSTotal_Q01.json,2a24c990f427d5acc09935c717a63c5026121a7fcaaa4ba4bb1976e74731fac4
PL011_CaptureAirflow_Q01,A,R1,false,false,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\A\PL011_CaptureAirflow_Q01.json,6ebc34e7b84a757a91f1bded1c08da1a014d67455ba268adaecbfd91d45ff078
PL011_CaptureAirflow_Q01,B,R2,true,false,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\B\PL011_CaptureAirflow_Q01.json,ec6d9a5a8bdbd38bd8169f7159d578eaea900d647c677816da9dfdd08945c0b9
PL011_CaptureAirflow_Q01,C,R3,false,true,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\C\PL011_CaptureAirflow_Q01.json,03d4fb3e4c473fbebf824b93d91fc4405b72ee9304d9a9141b38fb17d3e7f264
PL011_CaptureAirflow_Q01,D,R4,true,true,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\D\PL011_CaptureAirflow_Q01.json,8f3dd7797dabd7d166b8e6c24e866bd86f7bb215e90d61ff17e04af3a908621b
PL011_Construction_Q01,A,R1,false,false,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\A\PL011_Construction_Q01.json,26c660ae256010460d72605bf93de051b88cb53f55e9b6effbe7faea738a73e2
PL011_Construction_Q01,B,R2,true,false,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\B\PL011_Construction_Q01.json,f025834c59f2fe734ec758805ff92045029ed0dc121cc66e49c2e37d655ef404
PL011_Construction_Q01,C,R3,false,true,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\C\PL011_Construction_Q01.json,4bdd3ff829d621dffd973e833ea5fda903ed7cf292883c26c7647b3aa2b759d8
PL011_Construction_Q01,D,R4,true,true,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\D\PL011_Construction_Q01.json,685c0a7f1f66539951eaac52d4469774245ab6a5da4b290b0569fd6b0ce02f70
PL011_HazardousWaste_Q01,A,R1,false,false,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\A\PL011_HazardousWaste_Q01.json,8f482472d8a7333fd37140665e157c3d0c51584f0d9d31c0df9b9ba075a9fd94
PL011_HazardousWaste_Q01,B,R2,true,false,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\B\PL011_HazardousWaste_Q01.json,1167a1088ae15db1632fe45f5de0197aefc5a63ee6819c51a1eb6c5c89af68f3
PL011_HazardousWaste_Q01,C,R3,false,true,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\C\PL011_HazardousWaste_Q01.json,74370ab0c22f5029a5bb806a19e0cb823992ad71d7364b8c698ec1d7b91396d9
PL011_HazardousWaste_Q01,D,R4,true,true,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\D\PL011_HazardousWaste_Q01.json,01bcdc4a37611990ba171a7f1258a8ca2bed278a289fbf1375f4a061d18086cf
PL012_ActivatedCarbon_Q01,A,R1,false,false,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\A\PL012_ActivatedCarbon_Q01.json,5c8d01f785b872f284d46ebeb35d7c5d39ed3b1646c9b5e774d6b7952a8902c6
PL012_ActivatedCarbon_Q01,B,R2,true,false,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\B\PL012_ActivatedCarbon_Q01.json,5709e12eeccba1bff4693783ecc12395ebea029a7d651f0bd23ed94aed94cb49
PL012_ActivatedCarbon_Q01,C,R3,false,true,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\C\PL012_ActivatedCarbon_Q01.json,f5f9f616294ec407001c06c2fadc435abb7987f0769891004d42fba401299f60
PL012_ActivatedCarbon_Q01,D,R4,true,true,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\D\PL012_ActivatedCarbon_Q01.json,158a8a3313184893c507c27c2ddbc03b14c599c2f534448ba2ef968c912db99a
PL012_CaptureAirflow_Q01,A,R1,false,false,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\A\PL012_CaptureAirflow_Q01.json,18303bbaf4256f8f9f70c9b5cb895ea7292c84a05337cd390c9d5f53a5e470bc
PL012_CaptureAirflow_Q01,B,R2,true,false,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\B\PL012_CaptureAirflow_Q01.json,21547f0370d935a610393bab2d8d5b4c7d2c24233735347ab9b50b741c146f60
PL012_CaptureAirflow_Q01,C,R3,false,true,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\C\PL012_CaptureAirflow_Q01.json,cb3e9991ff12faf29d7c923b0f9b0ca93a18ea822528cba7110b1b04dc5c3126
PL012_CaptureAirflow_Q01,D,R4,true,true,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\D\PL012_CaptureAirflow_Q01.json,a3bdbef7d8d8b987a75b8a827dc0dfca756fe547a74d5ffa3f7a7a00ba81dcf8
PL013_ActivatedCarbon_Q01,A,R1,false,false,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\A\PL013_ActivatedCarbon_Q01.json,0959bf40cda33458edb5203c1c10ffc704b2df1d9aabd517d39cbaecd23501f4
PL013_ActivatedCarbon_Q01,B,R2,true,false,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\B\PL013_ActivatedCarbon_Q01.json,6c7bd2e935e3a6d490fe2b0ce8d485e350e4b22edd8d29cd139af73a5fb0806b
PL013_ActivatedCarbon_Q01,C,R3,false,true,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\C\PL013_ActivatedCarbon_Q01.json,79af983c185bb2cc4f0cfffaf7f2343177ca5acc2c26d3b2f54e32650218b2b3
PL013_ActivatedCarbon_Q01,D,R4,true,true,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\D\PL013_ActivatedCarbon_Q01.json,334e0b53420e5f1ed156b48d883a7ffdc927a052877d4ffdb0565b51dfa4cd85
PL013_Coefficient_Q01,A,R1,false,false,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\A\PL013_Coefficient_Q01.json,27abdf995690155434ec339eb58eb49a99b4e4fee506ecb998f92cee89ec96df
PL013_Coefficient_Q01,B,R2,true,false,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\B\PL013_Coefficient_Q01.json,b9754210e81899cfa96d275a9d7544ed30fce415812c7c1d9b3f0228023dc9ff
PL013_Coefficient_Q01,C,R3,false,true,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\C\PL013_Coefficient_Q01.json,4c5d1d8aa13c8ce3cf766cd139b3d5a61f245e4dabeea0cdd1bc826c162f0210
PL013_Coefficient_Q01,D,R4,true,true,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\D\PL013_Coefficient_Q01.json,022e58c34428c8ea91f8dbd21fbb4c7c5a0de9613ea2e990303d03237d53e7c9
PL013_HazardousWaste_Q01,A,R1,false,false,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\A\PL013_HazardousWaste_Q01.json,d203c4759dc4de353da9db7d164d5436ea8976b26820a39532db79d1ae38a1f3
PL013_HazardousWaste_Q01,B,R2,true,false,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\B\PL013_HazardousWaste_Q01.json,7237debff5561e8ed0db7cef99865e1a0f7839ecf68d9537b48b87f5385d16cd
PL013_HazardousWaste_Q01,C,R3,false,true,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\C\PL013_HazardousWaste_Q01.json,ad5c133d00da0c98e15a0120b72daa1823a7fbacc5dcfd0c94c86f94d70ef205
PL013_HazardousWaste_Q01,D,R4,true,true,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\D\PL013_HazardousWaste_Q01.json,83f942f727002995fad0632bb2f6a2ada6e27ea3929299290d0dbc7df9c68dab
PL014_CaptureAirflow_Q01,A,R1,false,false,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\A\PL014_CaptureAirflow_Q01.json,f638acf7ee0561f4e57f429d2f817d3e309d764bd7e2e1708e45c77d72972c34
PL014_CaptureAirflow_Q01,B,R2,true,false,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\B\PL014_CaptureAirflow_Q01.json,743dd14f2bab407f461aeb8502d2ca41f8cac65bdb7ddb648e4d2d4353ce478e
PL014_CaptureAirflow_Q01,C,R3,false,true,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\C\PL014_CaptureAirflow_Q01.json,b448e8379ba33959de322c191b997c4a8af8d7e64c522dce38a188f25fb7e0e3
PL014_CaptureAirflow_Q01,D,R4,true,true,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\D\PL014_CaptureAirflow_Q01.json,1d1a009ff8882bb21bd60b7588581fa6df53963d2c01324f99c958c7ca0347b0
PL014_Coefficient_Q01,A,R1,false,false,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\A\PL014_Coefficient_Q01.json,197fbcfaceae47fcaf962b0055291eb555df1b5ca1963fb1c3ed74f0d4b7e8f6
PL014_Coefficient_Q01,B,R2,true,false,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\B\PL014_Coefficient_Q01.json,62748ceff2bdb0d9f78a44ef1839830a7a4686b9da1326038ded22ec7716bfbb
PL014_Coefficient_Q01,C,R3,false,true,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\C\PL014_Coefficient_Q01.json,cda25dd001bda3f4a9ed445759c9b07c0962528fc43fda5e9b8e2b416c41c194
PL014_Coefficient_Q01,D,R4,true,true,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\D\PL014_Coefficient_Q01.json,426c4bf742478ff0ea945407fb65fd6fa00de3cc39b6c5a1d5245f7bf1df5322
PL015_CaptureAirflow_Q01,A,R1,false,false,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\A\PL015_CaptureAirflow_Q01.json,88f0277ef04d40efeed95ef01aca326d7add67893b0c054175b689f79f022946
PL015_CaptureAirflow_Q01,B,R2,true,false,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\B\PL015_CaptureAirflow_Q01.json,66f38f9359c4a472a191c0288308ee0b53468c3beb56127967fba0c32c58010e
PL015_CaptureAirflow_Q01,C,R3,false,true,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\C\PL015_CaptureAirflow_Q01.json,65c78c828bb8b81c0c6c2cc19a74059ec161ab56024fe44b4752be85ee1f2a12
PL015_CaptureAirflow_Q01,D,R4,true,true,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\D\PL015_CaptureAirflow_Q01.json,0c65dab27ce4e3ed8ba26dd1a80cc61f1e14189bae2c9eb027cee26d13c1fbad
PL015_CaptureEfficiency_Q01,A,R1,false,false,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\A\PL015_CaptureEfficiency_Q01.json,b52fd96da8bb8a3742af12c2c80d2f877402860227f2530da7a07466b4921f62
PL015_CaptureEfficiency_Q01,B,R2,true,false,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\B\PL015_CaptureEfficiency_Q01.json,0b1ee26583ceb7f4d842b360c2a700953178f775d5f86ef712418886cd3b57e7
PL015_CaptureEfficiency_Q01,C,R3,false,true,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\C\PL015_CaptureEfficiency_Q01.json,e9d8fcdbbb50aef8330118dd9aceec8c08519b986bad6dc53fffd1004998c2e9
PL015_CaptureEfficiency_Q01,D,R4,true,true,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\D\PL015_CaptureEfficiency_Q01.json,c5f1a5eadee15fab09c11b7b6b84114bbd6bae065fa75a52647f69b9154dec04
PL015_Coefficient_Q01,A,R1,false,false,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\A\PL015_Coefficient_Q01.json,eb5634e20bf4d4965207440271e1527794417a1e3252416dc82d919a0e33f6c8
PL015_Coefficient_Q01,B,R2,true,false,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\B\PL015_Coefficient_Q01.json,5b0e14aea69700e220224559a2278f63b7a2514eeecce86f9513c0c71823738a
