"category","file_role","source_file","source_path","copy_path","sha256","verified"
"固体废物控制标准","核心答案依据","GB_18599-2020.md","E:\实验文件整理_按论文逻辑\04_知识库构建\四层架构_证据增强版_20260812\01_标准全文_70文件\GB_18599-2020.md","E:\实验文件整理_按论文逻辑\04_知识库构建\按问题类型分类_实验RAG文件_20260817\07_固体废物控制标准问题\01_核心答案依据文件\GB_18599-2020.md","bfe9daafab090c164d291523bb33411fa1893c71e0eff2a6af162542db44a35b","True"
"固体废物控制标准","实验Top5实际检索","#8_GB31572表4排放限值.md","E:\实验文件整理_按论文逻辑\04_知识库构建\四层架构_证据增强版_20260812\01_标准全文_70文件\#8_GB31572表4排放限值.md","E:\实验文件整理_按论文逻辑\04_知识库构建\按问题类型分类_实验RAG文件_20260817\07_固体废物控制标准问题\02_实验Top5实际检索文件\#8_GB31572表4排放限值.md","2bce5e33461ba4c8376e1de66d4878ef75de16a0335b380d5d5eb5ea0b4dae41","True"
"固体废物控制标准","实验Top5实际检索","DB44_2367-2022.md","E:\实验文件整理_按论文逻辑\04_知识库构建\四层架构_证据增强版_20260812\01_标准全文_70文件\DB44_2367-2022.md","E:\实验文件整理_按论文逻辑\04_知识库构建\按问题类型分类_实验RAG文件_20260817\07_固体废物控制标准问题\02_实验Top5实际检索文件\DB44_2367-2022.md","264cf199c9dca85e5d525be0c853071c31b0129cc5969827d462045ab2ee20c3","True"
"固体废物控制标准","实验Top5实际检索","DB44_26-2001.md","E:\实验文件整理_按论文逻辑\04_知识库构建\四层架构_证据增强版_20260812\01_标准全文_70文件\DB44_26-2001.md","E:\实验文件整理_按论文逻辑\04_知识库构建\按问题类型分类_实验RAG文件_20260817\07_固体废物控制标准问题\02_实验Top5实际检索文件\DB44_26-2001.md","d42d2a095e0e9879a365309e94c4ef56b2052570307858a62f3a93d495d0fe9f","True"
"固体废物控制标准","实验Top5实际检索","DB44_27-2001.md","E:\实验文件整理_按论文逻辑\04_知识库构建\四层架构_证据增强版_20260812\01_标准全文_70文件\DB44_27-2001.md","E:\实验文件整理_按论文逻辑\04_知识库构建\按问题类型分类_实验RAG文件_20260817\07_固体废物控制标准问题\02_实验Top5实际检索文件\DB44_27-2001.md","3408257edf02cb6d7fa324cd848cf8521277c659243cc19c950b3b66f7b62380","True"
"固体废物控制标准","实验Top5实际检索","EVID_GB34330_2017.md","E:\实验文件整理_按论文逻辑\04_知识库构建\四层架构_证据增强版_20260812\01_标准全文_70文件\EVID_GB34330_2017.md","E:\实验文件整理_按论文逻辑\04_知识库构建\按问题类型分类_实验RAG文件_20260817\07_固体废物控制标准问题\02_实验Top5实际检索文件\EVID_GB34330_2017.md","f14780b5e13072c598b54c9578617c9cc236359f681a62e79a39380b740802de","True"
"固体废物控制标准","实验Top5实际检索","EVID_GB5085_7_2019.md","E:\实验文件整理_按论文逻辑\04_知识库构建\四层架构_证据增强版_20260812\01_标准全文_70文件\EVID_GB5085_7_2019.md","E:\实验文件整理_按论文逻辑\04_知识库构建\按问题类型分类_实验RAG文件_20260817\07_固体废物控制标准问题\02_实验Top5实际检索文件\EVID_GB5085_7_2019.md","f9dc4c0642bee7c66bd7d0eb414624b11f9a15138c6d1f46606be32011ba4777","True"
"固体废物控制标准","实验Top5实际检索","GB_12348-2008.md","E:\实验文件整理_按论文逻辑\04_知识库构建\四层架构_证据增强版_20260812\01_标准全文_70文件\GB_12348-2008.md","E:\实验文件整理_按论文逻辑\04_知识库构建\按问题类型分类_实验RAG文件_20260817\07_固体废物控制标准问题\02_实验Top5实际检索文件\GB_12348-2008.md","d8b1ab8db64013c43ed7f93de0a6534974cbf210cbfdfda47ab87ea6513b42c5","True"
"固体废物控制标准","实验Top5实际检索","GB_14554-93.md","E:\实验文件整理_按论文逻辑\04_知识库构建\四层架构_证据增强版_20260812\01_标准全文_70文件\GB_14554-93.md","E:\实验文件整理_按论文逻辑\04_知识库构建\按问题类型分类_实验RAG文件_20260817\07_固体废物控制标准问题\02_实验Top5实际检索文件\GB_14554-93.md","ec30cff8b2856a700618017a7f2b548111b9e421df18959bfd88f8ef6fb55dd7","True"
"固体废物控制标准","实验Top5实际检索","GB_18597-2023.md","E:\实验文件整理_按论文逻辑\04_知识库构建\四层架构_证据增强版_20260812\01_标准全文_70文件\GB_18597-2023.md","E:\实验文件整理_按论文逻辑\04_知识库构建\按问题类型分类_实验RAG文件_20260817\07_固体废物控制标准问题\02_实验Top5实际检索文件\GB_18597-2023.md","805c19df30859a20df99ca05f13ac2f3484fe36c3d568b243d1b29fdd82d74bf","True"
"固体废物控制标准","实验Top5实际检索","GB_18599-2020.md","E:\实验文件整理_按论文逻辑\04_知识库构建\四层架构_证据增强版_20260812\01_标准全文_70文件\GB_18599-2020.md","E:\实验文件整理_按论文逻辑\04_知识库构建\按问题类型分类_实验RAG文件_20260817\07_固体废物控制标准问题\02_实验Top5实际检索文件\GB_18599-2020.md","bfe9daafab090c164d291523bb33411fa1893c71e0eff2a6af162542db44a35b","True"
"固体废物控制标准","实验Top5实际检索","GB_31572-2015.md","E:\实验文件整理_按论文逻辑\04_知识库构建\四层架构_证据增强版_20260812\01_标准全文_70文件\GB_31572-2015.md","E:\实验文件整理_按论文逻辑\04_知识库构建\按问题类型分类_实验RAG文件_20260817\07_固体废物控制标准问题\02_实验Top5实际检索文件\GB_31572-2015.md","6832b4a13d2dbdd0eec35f9cfa2681950d32d7ec0dfb08a5ec3ab0772f632fe5","True"
"固体废物控制标准","实验Top5实际检索","GB_41616-2022.md","E:\实验文件整理_按论文逻辑\04_知识库构建\四层架构_证据增强版_20260812\01_标准全文_70文件\GB_41616-2022.md","E:\实验文件整理_按论文逻辑\04_知识库构建\按问题类型分类_实验RAG文件_20260817\07_固体废物控制标准问题\02_实验Top5实际检索文件\GB_41616-2022.md","0110e66b65b1317394d237899fd8bed8fcb83aa4ef51fcaa922a4d00418f994d","True"
